1037798	0.1019
104861	0.2141
1063750	0.2173
1103812	0.3854
1106007	0.8276
1110199	0.8099
1112341	0.4328
1113437	0.5028
1114646	0.7193
1114819	0.7892
1115776	0.0722
1117099	1
1121402	0.9682
1121709	0.5804
1124210	0.3495
1129237	0.6375
1133167	0.8321
130510	0.9445
131843	0.7917
146187	0.84
148538	0.5601
156493	0.8383
168216	0.819
182539	0.6877
183378	1
19335	0.1224
207786	0.5632
264014	0.8142
359349	0.7791
405717	0.7705
443396	0.4104
451602	0.6286
47923	0.7232
489204	0.3421
490595	0.57
527433	0.8889
573724	0.6574
833860	0.9094
855410	0.887
87181	0.9633
87452	0.5773
915593	0.8148
962179	0.8669
